word,sentence,answer,user_language,definition_fr,etymology,tense
montrer,Ma professeure _____ les différentes techniques de peinture à ses étudiants.,montre,montrer,"Montrer signifie faire voir quelque chose à quelqu'un, présenter ou exposer quelque chose pour qu'on le voie. C'est aussi enseigner ou démontrer comment faire quelque chose.","Du latin vulgaire *monstrāre, dérivé du latin classique monstrāre (indiquer, signaler), lui-même lié à mōnstrum (prodige, signe).",présent
se moquer,Les enfants _____ leur professeur quand il raconte ses histoires drôles.,se moquent,se moquer,"Se moquer signifie rire de quelqu'un ou de quelque chose de manière moqueur, souvent pour le ridiculiser. C'est faire preuve d'ironie ou de dérision envers une personne ou une situation.","Du latin populaire *moccare, d'origine onomatopéique, imitant un bruit de moquerie.",présent
morceau,Elle a mangé un _____ de gâteau après le déjeuner.,morceau,morceau,Une partie d'une chose divisée ou cassée. C'est aussi une petite quantité de quelque chose de comestible.,"Du latin vulgaire *morsellum, diminutif de *morsus (action de mordre), dérivé de mordere (mordre).",passé composé
mort,Ma grand-mère _____ il y a deux ans.,est morte,mort,État final de la vie ; cessation complète des fonctions vitales d'un être vivant. Peut aussi être utilisé comme adjectif pour décrire une personne ou un être qui n'est plus en vie.,"Du latin mors, mortis, apparenté au sanskrit mṛ- (mourir).",passé composé
mot,Elle cherche le _____ juste pour exprimer son idée.,mot,mot,"Unité de langage ayant un sens, composée d'une ou plusieurs lettres. C'est l'élément de base du vocabulaire et de la communication écrite ou orale.","Du latin vulgaire muttum, issu du latin mutīre (murmurer, grogner).",présent
moteur,La voiture ne démarre pas parce que le _____ est cassé.,moteur,moteur,"Machine qui transforme l'énergie (électrique, thermique, etc.) en mouvement mécanique. C'est le cœur fonctionnel d'une voiture, d'un appareil ou d'une machine.","Du latin motor, dérivé de movere (mouvoir).",présent
moto,Ma sœur va acheter une _____ rouge ce weekend.,moto,moto,Un véhicule à deux roues propulsé par un moteur à essence. C'est un moyen de transport plus rapide qu'une bicyclette et plus maniable qu'une voiture.,"Abréviation de « motocyclette », lui-même formé de « moteur » (du latin « motor ») et « cycle » (du grec « kyklos »).",futur proche
mourir,Ma grand-mère _____ l'année dernière à l'âge de 90 ans.,est morte,mourir,"Cesser de vivre, perdre la vie. C'est la fin de l'existence biologique d'une personne ou d'un être vivant.","Du latin moriri, de même sens.",passé composé
mouvement,Le _____ de la danse était très gracieux et fluide.,mouvement,mouvement,"Action ou manière de se déplacer, de changer de position ou de lieu. C'est aussi l'ensemble des gestes et des déplacements d'une personne ou d'un objet.","Du latin movimentum, dérivé de movere (bouger, déplacer).",présent
moyen,Elle a trouvé un _____ pour résoudre ce problème difficile.,moyen,moyen,"Un moyen est une méthode, un procédé ou un instrument permettant d'atteindre un objectif. C'est aussi une ressource ou un outil utilisé pour accomplir quelque chose.","Du latin medianus (du milieu), dérivé de medius (milieu).",passé composé
mur,Les enfants ont dessiné un _____ bleu sur le papier.,mur,mur,"Une surface verticale qui entoure ou divise un espace, généralement construite en pierre, brique ou béton. C'est un élément structural d'un bâtiment ou d'une clôture.","Du latin murus, signifiant « mur, fortification ».",passé composé
musique,Ma sœur adore jouer de la _____ depuis qu'elle est petite.,musique,musique,Art combinant sons et rythmes pour créer une expression artistique. C'est l'ensemble des sons organisés de manière harmonieuse.,"From Latin musica, from Ancient Greek mousikē (tekhnē) 'art of the Muses', from mousa 'muse'.",présent
musée,Nous sommes allés au _____ hier pour voir les tableaux impressionnistes.,musée,musée,"Un bâtiment public où sont conservées et exposées des collections d'objets d'art, d'histoire ou de science. Les visiteurs peuvent y admirer des œuvres et en apprendre davantage sur différents domaines.","Du grec mouseion (μουσεῖον), signifiant « temple des Muses », dérivé de mousa (μοῦσα) « Muse ».",passé composé
aller,"Mon ami et moi, nous _____ au cinéma ce soir.",allons aller,aller,Se déplacer d'un lieu à un autre. Verbe de mouvement très courant en français.,"Du latin vadere, signifiant « marcher, aller ».",futur proche
mystère,Le _____ de cette vieille maison fascine tous les touristes qui la visitent.,mystère,mystère,"Quelque chose d'inconnu, d'inexpliqué ou de caché qui suscite la curiosité. C'est un fait ou une situation dont on ignore l'explication ou les causes.","Du latin mysterium, emprunté au grec mysterion, relatif aux mystères religieux antiques.",présent
mètre,La salle de classe mesure dix _____ de long.,mètres,mètre,Unité de mesure de longueur équivalente à 100 centimètres. C'est l'unité de base du système métrique international.,Du grec ancien métron (μέτρον) signifiant « mesure ».,présent
méchant,Ce garçon _____ a volé le jouet de sa sœur hier.,méchant,méchant,Qui a de mauvaises intentions ou qui cause du mal à autrui. Caractère ou comportement cruel ou malveillant.,"Du latin vulgaire *malcantus, dérivé de malus (mauvais) et cantus (chant), ou plus probablement du latin malus associé à un suffixe péjoratif",présent
médecin,Ma mère va consulter un _____ demain matin pour sa douleur au dos.,médecin,médecin,Professionnel de santé diplômé qui diagnostique et traite les maladies des patients. Le médecin exerce la médecine et peut être généraliste ou spécialiste.,"Du latin « medicus » (qui soigne), dérivé de « mederi » (guérir).",futur proche
médecine,Ma sœur étudie la _____ à l'université depuis trois ans.,médecine,médecine,"La médecine est la science et la pratique qui visent à prévenir, diagnostiquer et traiter les maladies chez les êtres humains. C'est aussi l'ensemble des connaissances et des techniques médicales.","Du latin medicina, dérivé de medicus (médecin), lui-même issu de mederi (guérir).",présent
médical,Les examens _____ sont importants pour diagnostiquer les maladies.,médicaux,médical,"Qui se rapporte à la médecine, au traitement des maladies ou à la pratique des médecins. L'adjectif médical qualifie ce qui est lié à la science et à la pratique de la médecine.","Du latin médiéval 'medicalis', dérivé de 'medicus' (médecin), lui-même emprunté au grec 'medikos'.",présent
médicament,Le docteur m'a prescrit un _____ pour soigner ma toux.,médicament,médicament,"Substance ou préparation destinée à prévenir, guérir ou soulager une maladie. Le médicament est administré selon une posologie précise.","Du latin médicamentum, dérivé de medicari (soigner), lui-même issu de medicus (médecin).",passé composé
mémoire,Elle a écrit sa _____ pour son diplôme universitaire.,mémoire,mémoire,"Un travail écrit présenté à l'université pour compléter un cursus d'études, notamment à la fin d'un master. C'est un document qui expose les recherches et les conclusions personnelles de l'étudiant.","Du latin memoria (mémoire, souvenir), passé par le français ancien.",passé composé
ménage,Ma mère fait le _____ tous les samedis matin.,ménage,ménage,"L'ensemble des travaux d'entretien d'une maison, comme le nettoyage et l'organisation des pièces. C'est aussi l'ensemble des personnes qui vivent ensemble dans une habitation.","Du moyen français « ménage », dérivé de « mesnage », lui-même issu du latin « mansionaticum » (relatif à la maison, de « mansio » = demeure).",présent
mérite,Elle _____ une promotion après des années de travail acharné.,a mérité,mérite,"Mériter signifie être digne de quelque chose, avoir droit à quelque chose en raison de ses actions ou de ses qualités. C'est recevoir ce qu'on a justement gagné par son comportement ou ses efforts.","Du latin méritare, dérivé de merere (gagner, acquérir), lui-même probablement lié à merx (marchandise).",passé composé
métier,Ma mère exerce un _____ très intéressant dans le domaine de la médecine.,métier,métier,Une profession ou un travail que l'on pratique régulièrement pour gagner sa vie. C'est l'activité professionnelle d'une personne.,"Du latin « ministerium » (service, fonction), passé par l'ancien français « mestier ».",présent
même,Elle _____ oublié son parapluie à la gare.,a même,même,"Le mot « même » est un adverbe d'intensité qui signifie « jusqu'à, y compris ». Il renforce l'idée exprimée dans la phrase en ajoutant une nuance de surprise ou d'insistance.","Du latin « medianus » (du milieu), qui a évolué en ancien français « meïsme », puis en français moderne « même ».",passé composé
naissance,Ma grand-mère me racontait souvent des histoires sur sa _____ en Provence.,naissance,naissance,L'événement par lequel un enfant vient au monde ; le moment où une personne commence à exister. C'est aussi le commencement ou l'origine de quelque chose.,"Du latin ""nascentia"", dérivé de ""nasci"" (naître).",imparfait
national,La fête _____ est célébrée dans tout le pays le 14 juillet.,nationale,national,"Qui appartient à une nation, qui concerne l'ensemble d'un pays. L'adjectif national décrit ce qui est propre à un État ou qui représente tous ses citoyens.","Du latin 'nationalis', dérivé de 'natio' (naissance, nation), lui-même de 'nasci' (naître).",présent
nature,La _____ de cet animal est très intéressante à étudier.,nature,nature,"Ensemble des caractéristiques essentielles et innées d'une personne, d'une chose ou d'un être vivant. C'est aussi l'ensemble du monde physique et des êtres vivants qui ne sont pas créés par l'homme.","Du latin natura, dérivé de nasci (naître), signifiant originellement « essence, qualité innée ».",présent
naturel,Cette couleur est très _____.,naturelle,naturel,"Qui existe dans la nature, qui n'est pas artificiellement créé ou modifié. Qui est conforme à la nature, spontané et sans affectation.","Du latin naturalis, dérivé de natura (nature).",présent
navire,Le capitaine a commandé le _____ qui traversait l'océan Atlantique.,navire,navire,"Un navire est un grand bateau capable de naviguer en mer, généralement utilisé pour le transport de marchandises ou de passagers. C'est un véhicule maritime de taille importante.","Du latin navis (bateau, navire), qui provient d'une racine indo-européenne commune aux termes désignant les navires dans plusieurs langues.",imparfait
navré,Je suis vraiment _____ de ne pas pouvoir venir à ta fête samedi.,navré,navré,"Qui éprouve du regret, de la désolation ou du chagrin face à une situation. Se dit de quelqu'un qui est désolé ou contrarié par quelque chose.","Du latin 'navratus', participe passé de 'navrare' (blesser), formé de 'navra' (blessure).",présent
